Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,clean_review,temp_list
73,"love, love... genius... i live in an apt. with swing windows, mosquito and flies have always been a problem. i brought spray gorilla glue placed the velcro added the screen perfect...love love love... highly recommend.",0,0,0,0,0,0,0,0,0,1,0,1,love love genius live apt swing windows mosquito flies always problem brought spray gorilla glue placed velcro added screen perfect love love love highly recommend,"['love', 'love', 'genius', 'live', 'apt', 'swing', 'windows', 'mosquito', 'flies', 'always', 'problem', 'brought', 'spray', 'gorilla', 'glue', 'placed', 'velcro', 'added', 'screen', 'perfect', 'love', 'love', 'love', 'highly', 'recommend']"
74,the screen was very easy to work with. we used it under our deck to keep bugs from coming on the deck.,0,0,0,0,0,0,0,0,0,0,1,1,screen easy work used deck keep bugs coming deck,"['screen', 'easy', 'work', 'used', 'deck', 'keep', 'bugs', 'coming', 'deck']"
75,can fit different types of chairs,0,0,0,1,0,0,0,0,0,0,0,1,fit different types chairs,"['fit', 'different', 'types', 'chairs']"
76,"i bought 3 of these to use when i was building a barn door for my office. they are awesome. not the most durable clamps in the world, but if you take care of them, they could last quite a while. i would definitely recommend.",0,0,0,0,0,0,0,0,0,1,0,1,bought use building barn door office awesome not durable clamps world take care could last quite would definitely recommend,"['bought', 'use', 'building', 'barn', 'door', 'office', 'awesome', 'not', 'durable', 'clamps', 'world', 'take', 'care', 'could', 'last', 'quite', 'would', 'definitely', 'recommend']"
77,"this is brace is sturdy and well made, very pleased",0,0,0,0,0,0,0,0,0,1,0,1,brace sturdy well made pleased,"['brace', 'sturdy', 'well', 'made', 'pleased']"
78,had it a few weeks now and haven't been able to plug it up yet! great toilet for the money!,0,0,0,0,0,0,0,0,1,0,0,1,weeks not able plug yet great toilet money,"['weeks', 'not', 'able', 'plug', 'yet', 'great', 'toilet', 'money']"
79,made cutting the hose so much easier.,0,0,0,0,0,1,0,0,0,0,0,1,made cutting hose much easier,"['made', 'cutting', 'hose', 'much', 'easier']"
80,easy to work with.,0,0,0,0,0,0,0,0,0,0,1,1,easy work,"['easy', 'work']"
81,"like some other reviewers have said, the tank and the lid were not the same shape which makes a loose and noisy  fit.  even though it ""works"" i would call it ""defective"".  and disappointing.  can't really recommend it for that reason.  might be able to save it with some grinding on the lid and some foam tape on the tank. this defect may not be true for all production of this model, but it was for the one i got.  otherwise, it installs fine and even the low volume flush pushes solids through.  just one more note....hook up the line that attaches to the tank before you mount the tank on the toilet.   the seat when properly installed is secure.",0,0,1,1,0,0,0,0,0,1,0,0,like reviewers said tank lid not shape makes loose noisy fit even though works would call defective disappointing not really recommend reason might able save grinding lid foam tape tank defect may not true production model one got otherwise installs fine even low volume flush pushes solids one note hook line attaches tank mount tank toilet seat properly installed secure,"['like', 'reviewers', 'said', 'tank', 'lid', 'not', 'shape', 'makes', 'loose', 'noisy', 'fit', 'even', 'though', 'works', 'would', 'call', 'defective', 'disappointing', 'not', 'really', 'recommend', 'reason', 'might', 'able', 'save', 'grinding', 'lid', 'foam', 'tape', 'tank', 'defect', 'may', 'not', 'true', 'production', 'model', 'one', 'got', 'otherwise', 'installs', 'fine', 'even', 'low', 'volume', 'flush', 'pushes', 'solids', 'one', 'note', 'hook', 'line', 'attaches', 'tank', 'mount', 'tank', 'toilet', 'seat', 'properly', 'installed', 'secure']"
82,flushes great and stays clean. great buy for the price: we have 3!,0,0,0,0,0,1,0,0,1,0,1,1,flushes great stays clean great buy price,"['flushes', 'great', 'stays', 'clean', 'great', 'buy', 'price']"
83,"love the gold color, great for my outdoor furniture and very comfortable.",0,0,0,0,0,0,0,0,0,0,1,1,love gold color great outdoor furniture comfortable,"['love', 'gold', 'color', 'great', 'outdoor', 'furniture', 'comfortable']"
84,"we actually only needed for a few days because of the drought but it worked great and got the job done, even an adjustment for the smaller areas! well worth the money.",0,0,0,0,0,1,0,0,1,0,0,1,actually needed days drought worked great got job done even adjustment smaller areas well worth money,"['actually', 'needed', 'days', 'drought', 'worked', 'great', 'got', 'job', 'done', 'even', 'adjustment', 'smaller', 'areas', 'well', 'worth', 'money']"
85,"i purchased multiple cameras to help me figure out some cat elimination issues. these were very helpful to figure out trends and gather information about my cats bowel movements. i had one on each room the litter boxes were in, and one where she has been going when she doesn't want to use a box.the field of view is great! mounting options awesome! the camera is on a stiff ball base that can adjust the view of the camera.night view is pretty awesome! works incredibly well.motion detection is pretty good, except for the black cat (ironically the one with issues). the motion sensors seem to have a hard time picking her up.i'm overall impressed with these cameras hardware.ring app is also pretty good! i'm bummed out it's paid, but they do store the videos on a remote server, so i don't really penalize a fee. intuitive, many many customizable setup options, great product.",0,0,0,0,1,1,0,0,0,0,0,1,purchased multiple cameras help figure cat elimination issues helpful figure trends gather information cats bowel movements one room litter boxes one going not want use box field view great mounting options awesome camera stiff ball base adjust view camera night view pretty awesome works incredibly well motion detection pretty good except black cat ironically one issues motion sensors seem hard time picking overall impressed cameras hardware ring app also pretty good bummed paid store videos remote server not really penalize fee intuitive many many customizable setup options great product,"['purchased', 'multiple', 'cameras', 'help', 'figure', 'cat', 'elimination', 'issues', 'helpful', 'figure', 'trends', 'gather', 'information', 'cats', 'bowel', 'movements', 'one', 'room', 'litter', 'boxes', 'one', 'going', 'not', 'want', 'use', 'box', 'field', 'view', 'great', 'mounting', 'options', 'awesome', 'camera', 'stiff', 'ball', 'base', 'adjust', 'view', 'camera', 'night', 'view', 'pretty', 'awesome', 'works', 'incredibly', 'well', 'motion', 'detection', 'pretty', 'good', 'except', 'black', 'cat', 'ironically', 'one', 'issues', 'motion', 'sensors', 'seem', 'hard', 'time', 'picking', 'overall', 'impressed', 'cameras', 'hardware', 'ring', 'app', 'also', 'pretty', 'good', 'bummed', 'paid', 'store', 'videos', 'remote', 'server', 'not', 'really', 'penalize', 'fee', 'intuitive', 'many', 'many', 'customizable', 'setup', 'options', 'great', 'product']"
86,"i own four of these have used them in several states with varying climates. i built a small sunshade for one in a particularly hot location, but that was primarily for my peace of mind. i've never had a reliability issue with them and highly recommend.",0,0,0,0,0,0,0,0,0,1,0,1,four used several states varying climates built small sunshade one particularly hot location primarily peace mind never reliability issue highly recommend,"['four', 'used', 'several', 'states', 'varying', 'climates', 'built', 'small', 'sunshade', 'one', 'particularly', 'hot', 'location', 'primarily', 'peace', 'mind', 'never', 'reliability', 'issue', 'highly', 'recommend']"
87,"as an electrician, i installed many ceiling fans in my career. this box can be installed from below the ceiling. it does need to be secured to a ceiling joist, but this can easily be done without crawling in an attic. of course, you still need to sort out power, which is relatively easy to ""fish"" from an existing source.",0,0,0,0,0,0,1,0,0,0,0,1,electrician installed many ceiling fans career box installed ceiling need secured ceiling joist easily done without crawling attic course still need sort power relatively easy fish existing source,"['electrician', 'installed', 'many', 'ceiling', 'fans', 'career', 'box', 'installed', 'ceiling', 'need', 'secured', 'ceiling', 'joist', 'easily', 'done', 'without', 'crawling', 'attic', 'course', 'still', 'need', 'sort', 'power', 'relatively', 'easy', 'fish', 'existing', 'source']"
88,"easy to use and install anywhere you want ceiling lights or fan where no outlet exists. so easy, a 68 yr old greatgrandma can do it.",0,0,0,0,0,0,1,0,0,0,1,1,easy use install anywhere want ceiling lights fan no outlet exists easy yr old greatgrandma,"['easy', 'use', 'install', 'anywhere', 'want', 'ceiling', 'lights', 'fan', 'no', 'outlet', 'exists', 'easy', 'yr', 'old', 'greatgrandma']"
89,works great and easy setup and use.,0,0,0,0,0,1,1,0,0,0,1,1,works great easy setup use,"['works', 'great', 'easy', 'setup', 'use']"
90,works great. i have a big yard and it covers the ares that i need it to,0,0,0,0,0,1,0,0,0,0,0,1,works great big yard covers ares need,"['works', 'great', 'big', 'yard', 'covers', 'ares', 'need']"
91,the best tool i've probably ever purchased brand new for $50. works great. definitely would recommend,0,0,0,0,0,1,0,0,0,1,0,1,best tool probably ever purchased brand new works great definitely would recommend,"['best', 'tool', 'probably', 'ever', 'purchased', 'brand', 'new', 'works', 'great', 'definitely', 'would', 'recommend']"
92,not sure why it doesn't tie into the cam plus that i had with a trial on some indoor cameras. battery is fine. time recorded is too short with our the subscription service.,0,0,0,0,0,1,0,0,0,0,0,0,not sure not tie cam plus trial indoor cameras battery fine time recorded short subscription service,"['not', 'sure', 'not', 'tie', 'cam', 'plus', 'trial', 'indoor', 'cameras', 'battery', 'fine', 'time', 'recorded', 'short', 'subscription', 'service']"
93,great product and price. fast free delivery.,0,1,0,0,0,0,0,0,1,0,0,1,great product price fast free delivery,"['great', 'product', 'price', 'fast', 'free', 'delivery']"
94,i have two toilets with this design and will never go back to the old design. the straight line to the floor makes cleaning the bathroom so much easier!,0,0,1,0,0,0,0,0,0,0,1,1,two toilets design never go back old design straight line floor makes cleaning bathroom much easier,"['two', 'toilets', 'design', 'never', 'go', 'back', 'old', 'design', 'straight', 'line', 'floor', 'makes', 'cleaning', 'bathroom', 'much', 'easier']"
95,"these worked perfectly, not a lot of bending in the wood.",0,0,0,0,0,1,0,0,0,0,0,1,worked perfectly not lot bending wood,"['worked', 'perfectly', 'not', 'lot', 'bending', 'wood']"
96,this was a huge disappointment. it looks great in the pictures but it is an extremely weak flush. i peed and after one flush it didn't even get all the bubbles out and the water was still yellow. i wrote to the company and they said if you want a more powerful flush you have to hold the lever down for about 10 seconds with each flush. i'm sorry but i didn't spend money on a brand new toilet just so i would have to stand there and hold the lever down for that long with each time i flushed. do yourself a favor and get at minimum a 1.6 gallon flush because the 1.28 gallon toilets are cheap water saving pieces of garbage.,0,0,0,0,0,1,0,0,0,0,0,0,huge disappointment looks great pictures extremely weak flush peed one flush not even get bubbles water still yellow wrote company said want powerful flush hold lever seconds flush sorry not spend money brand new toilet would stand hold lever long time flushed favor get minimum gallon flush gallon toilets cheap water saving pieces garbage,"['huge', 'disappointment', 'looks', 'great', 'pictures', 'extremely', 'weak', 'flush', 'peed', 'one', 'flush', 'not', 'even', 'get', 'bubbles', 'water', 'still', 'yellow', 'wrote', 'company', 'said', 'want', 'powerful', 'flush', 'hold', 'lever', 'seconds', 'flush', 'sorry', 'not', 'spend', 'money', 'brand', 'new', 'toilet', 'would', 'stand', 'hold', 'lever', 'long', 'time', 'flushed', 'favor', 'get', 'minimum', 'gallon', 'flush', 'gallon', 'toilets', 'cheap', 'water', 'saving', 'pieces', 'garbage']"
97,made well & works great!,0,0,0,0,0,1,0,0,0,1,0,1,made well works great,"['made', 'well', 'works', 'great']"
98,love it! i will recommend to friends family and others.,0,0,0,0,0,0,0,0,0,1,0,1,love recommend friends family others,"['love', 'recommend', 'friends', 'family', 'others']"
99,"i've been using 2 of these since feb 2020, and both are still working great! i have 6 separate locations i place these 2 sprinklers in to fully cover my front & back yards, and they have the exact pressure and adjustability i need to reach that full coverage without wasting water shooting into the street or into my neighbors yard. i can only water my lawn twice a week due to hoa rules, but that's still a lot of movement each week, and they've held up great. unfortunately i did just drop one of the sprinklers on some concrete, right on its head, so the width controls are broken on that one now, but that just happened today, after over a year of use. but i'm so happy with these, that i'll be purchasing a replacement shortly.",0,0,0,0,0,1,0,0,0,0,0,1,using since feb still working great separate locations place sprinklers fully cover front back yards exact pressure adjustability need reach full coverage without wasting water shooting street neighbors yard water lawn twice week due hoa rules still lot movement week held great unfortunately drop one sprinklers concrete right head width controls broken one happened today year use happy purchasing replacement shortly,"['using', 'since', 'feb', 'still', 'working', 'great', 'separate', 'locations', 'place', 'sprinklers', 'fully', 'cover', 'front', 'back', 'yards', 'exact', 'pressure', 'adjustability', 'need', 'reach', 'full', 'coverage', 'without', 'wasting', 'water', 'shooting', 'street', 'neighbors', 'yard', 'water', 'lawn', 'twice', 'week', 'due', 'hoa', 'rules', 'still', 'lot', 'movement', 'week', 'held', 'great', 'unfortunately', 'drop', 'one', 'sprinklers', 'concrete', 'right', 'head', 'width', 'controls', 'broken', 'one', 'happened', 'today', 'year', 'use', 'happy', 'purchasing', 'replacement', 'shortly']"
